	SRR5650119	SRR3131760	SRR3131720	SRR5650133	SRR3131748	SRR3131740	SRR5650117	SRR5650120	SRR5650148	SRR5650158	SRR5650110	SRR3131708	SRR3131736	SRR5650153	SRR3131722	SRR5650150	SRR5650136	SRR5650143	SRR3131752	SRR5650127	SRR5650144	SRR3131750	SRR5650130	SRR5650111	SRR3131696	SRR3131762	SRR3131786	SRR5650132	SRR5650135	SRR3131756	SRR5650126	SRR3131712	SRR5650137	SRR3131702	SRR5650113	SRR3131744	SRR3131770	SRR5650121	SRR3131732	SRR3131768	SRR3131788	SRR3131694	SRR5650116	SRR3131728	SRR5650142	SRR3131698	SRR5650157	SRR3131772	SRR3131782	SRR5650118	SRR5650151	SRR5650141	SRR5650146	SRR5650128	SRR5650139	SRR5650123	SRR5650145	SRR3131730	SRR5650155	SRR5650129	SRR3131754	SRR3131700	SRR3131742	SRR3131812	SRR3131758	SRR3131714	SRR3131764	SRR5650147	SRR5650138	SRR5650112	SRR3131776	SRR5650115	SRR5650114	SRR3131774	SRR3131716	SRR3131790	SRR5650131	SRR5650152	SRR5650122	SRR3131780	SRR3131706	SRR5650154	SRR5650125	SRR3131718	SRR5650124	SRR3131710	SRR5650159	SRR3131738	SRR3131692	SRR3131704	SRR3131724	SRR3131766	SRR5650134	SRR3131726	SRR3131734	SRR3131778	SRR3131784	SRR5650156	SRR3131746	SRR5650140	SRR5650149
adult_c_000007050862_1	430	0	0	5180	0	0	38	360	40	218	200	0	0	6	0	22	14	236	12	40	38	0	32	40	0	0	0	4654	10	14	64	0	42	0	2898	8	0	48	0	0	0	0	8	0	66	0	194	0	0	66	14	92	44	12	50	110	44	0	76	100	0	0	0	0	0	0	0	162	128	460	2	352	22	0	0	0	40	8	34	0	0	4	80	0	94	0	244	0	0	0	0	0	1580	0	0	0	0	110	0	104	36
adult_c_000007050912_1	0	0	0	6236	0	0	68	2	12	948	170	0	0	20	0	396	50	2224	0	22	20	0	24	42	0	0	0	6534	16	0	0	0	206	0	1268	0	0	0	0	0	0	0	16	0	48	0	156	0	0	4	18	130	46	58	48	0	62	0	112	112	0	0	0	0	0	0	4	238	596	484	0	38	22	0	0	0	4	22	12	0	0	28	0	0	2	0	312	0	0	0	0	0	776	0	0	0	0	340	0	28	236
adult_c_000007050965_1	2086	0	0	72430	0	0	4062	2718	838	5848	18866	0	0	476	0	3866	1360	26540	0	3170	1038	0	2580	336	0	0	0	73370	452	1444	2372	0	1662	0	22854	0	0	568	0	0	0	0	192	0	1372	0	6870	0	0	710	830	2782	1424	1062	1690	8282	1200	0	4686	9772	0	0	0	0	0	0	0	14694	2738	6288	0	1990	264	0	0	0	742	886	1428	0	0	246	5018	0	1554	0	8892	0	0	0	0	0	21012	0	2	0	0	14716	0	2502	5442
adult_c_000007288282_1	6	0	0	8	0	0	1132	0	0	276	468	0	0	6	0	46	0	18	0	424	96	0	548	242	0	0	0	8	2	0	0	0	10	0	4	0	0	0	0	0	0	0	138	0	316	0	352	0	0	2	0	476	210	18	56	0	180	0	6	1180	0	0	0	0	0	0	0	8	6	0	0	42	18	0	0	0	234	2	160	0	0	0	4	0	0	0	354	0	0	0	0	0	0	0	0	0	0	20	0	88	16
adult_c_000007629373_1	3616	0	0	274	0	0	4	1592	150	146	372	0	0	94	0	48	198	4	0	2	6	0	2	150	0	0	0	1122	4	0	616	0	52	0	516	0	0	1904	0	0	0	0	0	0	6	0	0	0	0	0	80	34	0	122	608	14	22	0	106	2	0	0	0	0	0	0	0	80	0	236	0	0	0	0	0	0	2	4	2	0	0	60	668	0	2004	0	362	0	0	0	0	0	2	0	0	0	0	18	0	4	26
adult_c_000007629373_2	410	0	0	40	0	0	0	228	26	14	60	0	0	8	0	6	14	0	0	0	0	0	0	28	0	0	0	188	0	0	88	0	0	0	140	0	0	260	0	0	0	0	0	0	2	0	0	0	0	0	16	2	0	24	100	6	0	0	18	0	0	0	0	0	0	0	0	14	2	26	0	0	0	0	0	0	0	0	0	0	0	6	112	0	336	0	56	0	0	0	0	0	0	0	0	0	0	2	0	0	4
adult_c_000007629525_1	424	0	0	0	2	0	0	272	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	122	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	590	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	134	0	0	0	0	2	0	2	0	0	0	1100	0	28	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
adult_c_000007629582_1	31506	0	0	19866	0	0	2790	13218	3684	7888	26898	0	0	1576	0	2808	3380	60490	0	2814	5862	0	1884	1308	0	0	0	26022	1384	44	3600	2	5828	0	9100	0	0	13614	0	0	300	0	390	0	9112	0	10310	0	0	9140	2442	7824	5636	4102	11874	2658	5944	0	4866	12540	0	0	0	0	0	0	0	10354	9342	1908	0	17210	1202	0	0	0	1588	3436	3302	0	0	1038	5340	0	5072	144	10534	0	0	0	0	0	4430	0	0	0	0	15234	0	12958	8090
adult_c_000007629995_1	1124	0	0	220	0	0	26	888	220	0	98	0	0	174	0	146	198	38	0	30	36	0	34	0	0	0	0	256	74	0	10	0	6	0	126	0	0	348	0	0	0	0	4	0	74	0	0	0	0	114	266	52	26	140	94	1840	34	0	78	70	0	0	0	0	0	0	0	130	18	20	0	246	38	0	0	0	4	292	216	0	0	80	3686	0	66	0	6	0	0	0	0	0	60	0	0	0	0	180	0	114	66
adult_c_000007869127_1	4	0	0	242	0	0	30	4	1244	78	38	0	0	856	0	222	2636	7684	0	12	26	0	10	14	0	0	0	356	780	0	0	0	764	0	72	0	0	0	0	0	0	0	16	0	42	0	14	0	0	4	1154	150	60	4020	18	0	32	0	44	30	0	0	0	0	0	0	0	104	1818	18	0	6	4	0	0	0	2	1748	16	0	0	996	0	0	6	0	48	0	0	0	0	0	24	0	0	0	0	146	0	34	118
adult_c_000007869171_1	878	0	0	634	0	0	42	244	652	0	864	0	0	452	0	106	1036	1670	0	144	102	0	70	80	0	0	0	742	90	0	182	0	278	0	268	0	0	4	0	0	0	0	4	0	188	0	2	0	0	0	1182	114	62	772	178	0	108	0	242	274	0	0	0	0	0	0	0	812	554	68	0	452	76	0	0	0	14	1694	56	0	0	200	192	0	2	0	2	0	0	0	0	0	240	0	0	0	0	592	0	148	358
adult_c_000007869312_1	0	0	0	8272	0	0	350	4	120	118	422	0	128	26	0	512	352	8184	0	106	92	0	188	96	0	0	0	10078	102	0	0	0	798	0	1662	0	0	0	0	0	0	0	162	0	32	0	142	0	0	2	52	176	70	954	90	0	130	0	172	610	0	0	0	0	0	0	0	196	926	682	0	26	98	0	0	0	34	100	96	0	0	138	2	0	0	0	120	0	0	0	0	0	640	0	0	0	0	634	4	32	392
adult_c_000008174892_1	4	0	0	4610	0	0	42	0	14	3782	216	0	0	10	0	520	56	2396	0	22	32	0	26	52	0	0	0	3534	10	0	0	0	206	0	804	0	0	2	0	0	0	0	24	0	54	0	406	0	0	0	18	156	74	42	106	2	76	0	186	136	0	0	0	0	0	0	0	238	646	196	0	78	22	0	0	0	6	16	14	0	0	28	4	0	2	0	1148	0	0	0	0	0	372	0	0	0	0	402	0	38	328
adult_c_000008174901_1	0	0	0	4	0	0	2	4	2	1030	968	0	0	0	0	0	2	1086	0	0	0	0	4	56	0	0	0	4	2	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6438	0	798	2	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	2	20	0	0	8	68	0	0	0	0	0	0	0	0	0	0	0	0	6	2868	0	0	0	0	118	0	0	0	0	0	2	0	0	0
adult_c_000008174901_2	6	0	0	8	0	0	2	10	0	3048	2854	0	0	2	0	152	4	3488	0	0	0	0	28	216	0	0	0	2	0	0	6	266	6	0	0	0	0	0	0	0	2	0	0	0	2	0	20388	0	2246	10	0	2	0	8	0	0	0	0	34	2	0	0	0	0	0	0	0	28	70	2	0	0	152	0	0	0	0	0	0	0	0	2	4	0	0	10	8860	0	0	0	0	314	4	0	0	0	0	52	0	0	42
adult_c_000008174984_1	2	0	0	2	0	0	4	4	4	1622	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	4	0	2	0	0	0	0	8	0	0	0	0	0	0	2	0	1990	0	0	6	0	4	0	6	0	0	0	0	6	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	6	2
adult_c_000008175023_1	6	0	0	1212	0	0	0	4	762	6738	4574	0	0	456	0	488	1902	1048	0	0	362	0	6	1134	0	0	0	3110	522	0	0	0	30	0	340	0	0	2	0	0	0	0	2	0	986	0	796	0	0	0	516	572	712	2638	206	2	588	0	174	8	0	0	0	0	0	0	0	194	126	142	0	514	336	0	0	0	6	746	6	0	0	838	4	0	2	0	2048	0	0	0	0	0	364	0	0	0	0	758	0	244	486
adult_c_000008175049_1	16	0	0	4048	0	0	312	4	178	3194	1110	0	0	80	0	434	76	59996	0	80	220	0	166	166	0	0	0	4236	92	0	10	0	4016	0	2000	0	0	2	0	0	0	0	30	0	484	0	6272	0	0	10	102	450	310	132	154	20	210	0	1092	168	0	0	0	0	0	0	0	1322	9010	230	0	6	4	0	0	0	10	140	104	0	0	96	2024	0	10	0	872	0	0	0	0	0	334	0	0	0	0	3318	0	252	1652
adult_c_000008175666_1	2	0	0	10	0	0	764	0	6	474	918	0	0	0	0	26	8	4	0	224	182	0	398	344	0	0	0	2	0	0	2	0	10	0	0	0	0	0	0	0	0	0	68	0	354	0	636	0	0	6	0	746	306	16	100	2	314	0	8	810	0	0	0	0	0	0	0	26	4	0	0	90	60	0	0	0	148	2	100	0	0	6	4	0	0	0	646	0	0	0	0	0	2	0	0	0	0	16	0	128	20
adult_c_000008175705_1	18946	0	0	3324	0	0	80	9982	936	1522	270	0	0	370	0	726	854	3580	0	370	1262	0	68	568	0	0	0	2658	78	0	726	0	2388	0	1292	0	0	12038	0	0	0	0	10	0	1664	0	382	0	0	14	1168	1504	268	1354	2088	60	1244	0	466	292	0	0	0	0	0	0	0	2518	1620	344	0	12	312	0	0	0	572	1546	188	0	0	186	1670	0	940	0	832	0	0	0	0	0	2004	0	0	0	0	1992	0	2084	452
adult_c_000008175866_1	4	0	0	2264	0	0	124	0	18	394	562	0	252	12	0	122	30	10576	0	46	44	0	88	132	0	0	0	3304	22	0	4	0	286	0	524	0	0	0	0	0	0	0	70	0	48	0	650	0	0	4	8	212	124	124	62	4	58	0	28	266	0	0	0	0	0	0	0	44	312	228	0	40	102	0	0	0	12	18	34	0	0	14	2	0	2	0	586	0	0	0	0	0	196	0	0	0	0	156	6	44	86
adult_c_000008176248_1	4	0	0	8	0	0	16	2	918	1658	72	0	0	786	0	712	2018	16392	0	0	852	0	8	54	0	0	0	26	700	0	2	0	1532	0	0	0	0	4	0	0	0	0	0	0	1296	0	1910	0	0	2	984	5754	1942	3508	814	2	1604	0	30	22	0	0	0	0	0	0	0	170	4288	2	0	0	20	0	0	0	0	1328	0	0	0	1026	6	0	2	0	1962	0	0	0	0	0	6	0	0	0	0	82	0	936	80
adult_c_000008418239_1	0	0	0	4	0	0	2	2	62	2	2	0	0	120	0	38	92	256	0	6	494	0	6	0	0	0	0	10	20	0	16	0	38	0	6	0	0	2	0	0	0	0	2	0	1428	0	0	0	0	4	78	2464	1160	56	1938	2	1570	0	78	0	0	0	0	0	0	0	0	240	78	2	0	2	2	0	0	0	0	48	0	0	0	22	16	0	2	0	0	0	0	0	0	0	14	0	0	0	0	166	0	3396	70
adult_c_000008418252_1	16	0	0	2764	0	0	2654	4	24	18	116	0	12	14	0	2922	18	2984	0	690	2234	0	1062	22	0	0	0	3774	4	0	6	0	52	0	1306	0	0	2	0	0	0	4	234	0	3932	0	2	0	0	4	8	7190	3766	32	1140	8	2208	0	300	3050	0	0	0	0	0	0	0	1390	76	230	0	26	14	0	0	0	428	10	394	0	0	10	4	0	0	0	12	0	0	0	0	0	410	0	0	0	0	1106	0	1196	1018
adult_c_000008418315_1	880	0	0	466	0	0	64	234	174	0	1128	0	0	100	0	92	210	1676	0	150	920	0	32	112	0	0	0	688	38	0	222	0	284	0	200	0	0	4	0	0	0	0	2	0	1210	0	2	0	0	6	176	576	428	150	932	2	548	0	86	276	0	0	0	0	0	0	0	504	842	60	0	518	116	0	0	0	32	268	94	0	0	60	50	0	6	0	2	0	0	0	0	0	262	0	0	0	0	232	0	858	108
adult_c_000008418797_1	306	0	0	1800	0	0	532	1006	868	48	1780	0	0	232	0	240	416	768	0	420	1190	0	58	384	0	0	0	3238	84	0	2	0	206	0	782	0	0	530	0	0	0	0	48	0	2298	0	80	0	0	34	612	178	386	326	116	168	658	0	458	3266	0	0	0	0	0	0	0	1476	568	396	0	54	80	0	0	0	294	674	472	0	0	90	34	0	632	0	72	0	0	0	0	0	2558	0	0	0	0	1306	0	120	506
adult_c_000008693096_1	0	0	0	4926	0	0	2	0	246	2	4870	0	0	142	0	2564	374	4	0	2	0	0	0	990	0	0	0	5566	178	0	2	0	0	0	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	174	0	0	664	0	2	0	0	586	4	0	0	0	0	0	0	0	1332	0	422	0	178	262	0	0	0	2	260	0	0	0	108	2	0	2	0	2	0	0	0	0	0	1022	0	0	0	0	1622	0	4	1888
adult_c_000008693386_1	1272	0	0	1346	0	0	116	256	316	22	5324	0	0	192	0	140	334	4208	0	204	186	0	42	756	0	0	0	1788	74	0	612	0	772	0	626	0	0	6	0	0	0	0	6	0	422	0	6	0	0	8	298	254	70	280	248	2	210	0	184	458	0	0	0	0	0	0	0	968	1746	160	0	3530	852	0	0	0	44	340	190	0	0	58	166	0	8	0	6	0	0	0	0	0	634	0	0	0	0	332	0	400	164
adult_c_000008893491_1	4	0	0	21590	0	0	1474	0	180	1582	492	0	2	70	0	2924	286	2434	0	774	206	0	900	150	0	0	0	30450	150	0	2	0	418	0	8064	0	0	0	0	0	186	0	106	0	364	0	906	0	0	2	144	1666	472	486	262	4	274	0	190	2934	0	0	0	0	0	0	0	832	472	1608	0	210	76	0	0	0	276	282	368	0	0	104	6	0	0	116	1334	0	0	0	0	0	3588	0	0	0	0	1194	0	340	848
adult_c_000008893570_1	52	0	0	3182	0	0	92	32	16	50	40	0	0	2	0	22	16	154	0	228	12	0	66	4	0	0	0	3564	8	0	42	0	24	0	1850	0	0	14	0	0	0	0	22	0	28	0	36	0	0	32	12	26	12	18	24	114	22	0	14	406	0	0	0	0	0	0	0	20	26	186	0	78	4	0	0	0	42	10	144	0	0	4	40	0	30	0	56	0	0	0	0	0	214	0	0	0	0	82	0	44	34
adult_c_000008893599_1	128	0	0	140	0	0	12	40	14	4	24	0	0	2	0	12	8	30	0	4	6	0	4	0	0	0	0	8722	4	0	4	0	2	0	30	0	0	18	0	0	0	0	2	0	6	0	4	0	0	12	0	4	0	22	4	48	0	0	10	22	0	0	0	0	0	0	0	8	26	2	0	78	0	0	0	0	2	2	8	0	0	0	6	0	64	0	6	0	0	0	0	0	36	0	0	0	0	48	0	4	24
adult_c_000008893658_1	24	0	0	5722	0	0	70	12	28	28	18	0	0	46	0	152	94	4056	0	22	10	0	102	0	0	0	0	9510	26	0	28	2	596	0	2238	0	0	12	0	0	0	0	2	0	40	0	0	0	0	24	46	62	18	94	46	2	36	0	192	46	0	0	0	0	0	0	0	488	514	696	0	2	0	0	0	0	6	54	6	0	0	20	378	0	32	0	20	0	0	0	0	0	1602	0	0	0	0	574	0	62	190
adult_c_000008893658_2	0	0	0	184	0	0	2	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	460	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	120	0	0	0	0	2	0	2	0
adult_c_000008893666_1	2	0	0	5008	0	0	0	4	234	0	4676	0	0	114	0	2610	394	0	0	0	2	0	6	916	0	0	0	5704	156	0	0	0	0	0	2008	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	176	2	0	610	0	0	0	0	662	2	0	0	0	0	0	0	0	1376	4	394	0	184	242	0	0	0	0	320	2	0	0	108	0	0	0	0	0	0	0	0	0	0	1284	0	0	0	0	1668	0	2	1870
adult_c_000008893684_1	4	0	0	1050	0	0	4	0	32	0	0	0	0	50	0	2	342	4	0	0	0	0	2	0	0	0	0	10244	2	0	8	0	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	134	2	0	126	2	4	0	0	6	4	0	0	0	0	0	0	0	2	2	366	0	4	4	0	0	0	0	28	0	0	0	28	4	0	0	0	2	0	0	0	0	0	676	0	0	0	0	4	0	4	0
adult_c_000008893694_1	2	0	0	572	0	0	32	0	4	0	2	0	0	0	0	0	2	2	0	70	2	0	24	0	0	0	0	666	0	0	0	0	6	0	376	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	4	140	0	0	0	0	0	0	0	0	8	28	0	2	0	0	0	0	18	0	60	0	0	0	2	0	2	0	0	0	0	0	0	0	30	0	0	0	0	6	0	2	0
adult_c_000008893711_1	4	0	0	1320	0	0	2	8	0	490	20	0	0	0	0	16	4	186	0	2	48	0	0	2	0	0	0	7330	0	0	2	0	22	0	698	0	0	2	0	0	0	0	0	0	172	0	132	0	0	8	0	58	230	10	22	2	92	0	2	2	0	0	0	0	0	0	0	16	26	326	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	118	0	0	0	0	0	732	0	0	0	0	2	0	138	8
adult_c_000008893813_1	6	0	0	1772	0	0	4	8	2	0	198	0	0	0	0	0	0	186	0	4	40	0	8	18	0	0	0	1472	2	0	0	0	20	0	540	0	0	6	0	0	0	0	0	0	92	0	0	0	0	6	2	86	28	4	34	2	32	0	24	8	0	0	0	0	0	0	0	88	58	336	0	206	48	0	0	0	0	0	0	0	0	2	8	0	2	0	0	0	0	0	0	0	370	0	0	0	0	98	0	284	8
adult_c_000008893944_1	4	0	0	1114	0	0	24	0	0	0	26	0	0	0	0	18	8	12	0	50	2	0	8	0	0	0	0	1348	4	0	2	0	6	0	734	0	0	0	0	0	0	0	10	0	2	0	0	0	0	8	0	10	4	10	2	6	0	0	4	100	0	0	0	0	0	0	0	14	6	64	0	0	0	0	0	0	10	0	30	0	0	0	6	0	0	0	0	0	0	0	0	0	62	0	0	0	0	16	0	4	0
adult_c_000008893965_1	8	0	0	1622	0	0	8	8	18	0	10	0	0	2	0	12	2	10	0	6	0	0	10	0	0	0	0	3692	2	0	2	0	2	0	1270	0	0	0	0	0	0	0	0	0	42	0	0	0	0	8	16	2	4	8	2	2	10	0	6	12	0	0	0	0	0	0	0	8	8	652	0	0	0	0	0	0	0	0	6	0	0	6	6	0	0	0	0	0	0	0	0	0	790	0	0	0	0	12	0	0	0
adult_c_000008893965_2	196	0	0	204	0	0	34	0	18	0	208	0	0	8	0	38	36	2	0	2	32	0	0	14	0	0	0	360	2	0	0	0	76	0	90	0	0	0	0	0	0	0	4	0	64	0	0	0	0	0	36	26	10	78	96	0	26	0	16	0	0	0	0	0	0	0	0	2	74	54	0	0	0	0	0	0	0	22	6	0	0	26	0	0	0	0	12	0	0	0	0	0	98	0	0	0	0	4	0	52	20
adult_c_000008893979_1	8	0	0	974	0	0	0	0	180	0	114	0	0	100	0	872	214	932	0	8	806	0	2	26	0	0	0	2636	144	0	4	0	26	0	38	0	0	0	0	0	0	0	0	0	640	0	0	0	0	2	190	378	466	210	164	0	176	0	1784	6	0	0	0	0	0	0	0	2362	44	22	0	0	0	0	0	0	2	456	0	0	0	70	6	0	0	0	2	0	0	0	0	0	134	0	0	0	0	4250	0	780	2310
adult_c_000008894078_1	4	0	0	10150	0	0	2	2	0	2	2	0	0	0	0	0	2	4	0	0	86	0	2	0	0	0	0	12770	2	0	2	0	2	0	3828	0	0	0	0	0	0	0	2	0	96	0	0	0	0	2	2	234	236	6	62	0	100	0	2	2	0	0	0	0	0	0	0	2	2	888	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	6	0	60	0
adult_c_000008894078_2	0	0	0	1090	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	1436	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	102	92	0	24	0	68	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	16	0
adult_c_000008894223_1	4	0	0	1388	0	0	54	0	22	4	12	0	0	4	0	36	42	2	0	70	0	0	74	18	0	0	0	1434	0	0	0	0	16	0	572	0	0	0	0	0	0	0	32	0	2	0	18	0	0	2	24	4	0	34	4	6	0	0	78	136	0	0	0	0	0	0	0	78	108	60	0	2	0	0	0	0	22	24	42	0	0	2	8	0	2	0	4	0	0	0	0	0	58	0	0	0	0	146	0	0	26
adult_c_000008894303_1	188	0	0	16242	2	0	234	164	86	474	1026	0	0	22	0	114	88	526	0	164	68	0	136	68	0	0	0	12674	24	0	72	0	74	0	6570	0	0	34	0	0	0	0	24	0	184	0	632	0	0	20	88	88	68	112	100	14	46	0	144	350	0	0	0	0	0	0	0	328	276	1304	0	870	34	0	0	0	24	124	134	0	0	20	400	0	46	0	730	0	0	0	0	0	2120	0	4	0	0	540	0	160	204
adult_c_000008894504_1	1516	0	0	6560	0	0	244	1554	176	62	594	0	0	82	0	740	464	586	0	528	710	0	166	146	0	0	0	9150	58	0	1284	0	536	0	1068	0	0	1660	0	0	0	0	14	0	468	0	18	0	0	2	436	1696	118	674	2258	2	428	0	772	338	0	0	0	0	0	0	0	1368	1890	468	0	1000	64	0	0	0	78	468	1220	0	0	54	202	0	10146	0	42	0	0	0	0	0	146	0	0	0	0	882	0	2142	660
adult_c_000008894505_1	12	0	0	4830	0	0	812	8	12	0	6	0	0	0	0	2	0	6	0	508	2	0	4	0	0	0	0	3524	6	0	2	0	8	0	1634	0	0	2	0	0	0	0	2	0	2	0	0	0	0	14	0	4	0	22	2	10	0	0	38	276	0	0	0	0	0	0	0	62	14	776	0	2	4	0	0	0	388	0	866	0	0	0	16	0	8	0	2	0	0	0	0	0	0	0	0	0	0	68	0	18	60
adult_c_000008894963_1	0	0	0	1104	0	0	14	0	2	0	6	0	0	2	0	2	6	8	0	44	0	0	16	0	0	0	0	1292	0	0	4	0	0	0	602	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	2	0	4	0	0	0	0	0	78	0	0	0	0	0	0	0	0	4	76	0	0	0	0	0	0	4	0	54	0	0	0	4	0	0	0	0	0	0	0	0	0	60	0	0	0	0	2	0	4	0
adult_c_000008895240_1	4	0	0	6084	0	0	62	0	4	872	74	0	0	8	0	322	22	902	0	12	20	0	12	28	0	0	0	6636	4	0	4	0	100	0	1228	0	0	0	0	0	0	0	24	0	20	0	116	0	0	6	16	64	38	16	46	0	38	0	118	100	0	0	0	0	0	0	0	198	288	478	0	22	6	0	0	0	10	6	8	0	0	12	0	0	0	0	284	0	0	0	0	0	728	0	0	0	0	332	0	28	194
adult_c_000008895263_1	6	0	0	434	0	0	4	8	2	204	0	0	0	4	0	2	2	2	0	0	0	0	2	0	0	0	0	1502	0	0	0	0	858	0	474	0	0	0	0	0	0	0	4	0	0	0	16	0	0	4	0	2	2	8	0	4	2	0	2	10	0	0	0	0	0	0	0	2	248	110	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	136	0	0	0	0	10	0	102	0
adult_c_000008895289_1	2	0	0	1284	0	0	6	2	204	100	4	0	0	122	0	188	232	2126	0	46	168	0	2	0	0	0	0	1136	164	0	140	0	34	0	220	0	0	0	0	0	0	0	0	0	144	0	206	0	0	0	210	334	288	168	256	0	108	0	72	2	0	0	0	0	0	0	0	182	88	64	0	0	0	0	0	0	0	376	82	0	0	48	0	0	0	0	404	0	0	0	0	0	242	0	0	0	0	168	0	464	48
adult_c_000008895425_1	0	0	0	616	0	0	2	4	2	0	0	0	0	0	0	72	0	48	0	0	2	0	0	0	0	0	0	1152	0	0	0	0	2	0	234	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	52	2	0	0	0	0	0	0	0	64	2	38	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	84	0	0	0	0	542	0	0	174
adult_c_000008895517_1	4	0	0	32	0	0	6	6	0	0	4	0	0	2	0	12	0	4	0	0	2	0	4	0	0	0	0	1516	8	0	2	0	0	0	10	0	0	6	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	6	0	14	0	0	24	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	8	0	0	0	0	0	6	0	0	0	0	154	0	2	28
adult_c_000008895641_1	38	0	0	2466	0	0	14	26	44	70	102	0	0	18	0	8	22	368	0	34	16	0	6	16	0	0	0	1946	16	0	32	0	34	0	334	0	0	12	0	0	0	0	2	0	22	0	72	0	0	24	26	22	20	36	16	62	16	0	20	78	0	0	0	0	0	0	0	30	18	128	0	4	0	0	0	0	12	30	20	0	0	2	32	0	16	0	50	0	0	0	0	0	464	0	0	0	0	92	0	34	40
adult_c_000008896141_1	2	0	0	450	0	0	6	4	720	0	64	0	0	430	0	50	660	2	0	0	0	0	0	0	0	0	0	1568	120	0	4	0	2	0	518	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	562	2	0	548	0	10	0	0	0	4	0	0	0	0	0	0	0	142	2	138	0	0	0	0	0	0	0	572	2	0	0	110	6	0	2	0	0	0	0	0	0	0	84	0	0	0	0	20	0	0	20
adult_c_000008896282_1	278	0	0	1290	0	0	158	258	192	284	818	0	0	92	0	178	170	1470	0	288	438	0	82	76	0	0	0	1894	28	0	1098	0	232	0	1096	0	0	170	2	0	0	0	18	0	1414	0	308	0	0	10	88	928	582	136	1050	30	480	0	220	644	0	0	0	0	0	0	0	440	302	250	0	54	46	0	0	0	106	136	696	0	0	38	62	0	170	0	402	0	0	0	0	0	1036	2	0	0	0	408	0	1560	176
adult_c_000009238592_1	4	0	0	62	0	0	10	0	18	4	54	0	0	6	0	6184	10	26	0	4	178	0	12	42	0	0	0	24	2	0	0	0	4	0	8	0	0	2	0	0	0	0	0	0	300	0	6	0	0	8	2	1912	458	60	180	0	316	0	1456	24	0	0	0	0	0	0	0	3084	10	0	0	0	6	0	0	0	6	6	4	0	0	6	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3674	0	182	4796
adult_c_000009238639_1	0	0	0	2	0	0	2	0	58	16	6	0	0	134	0	582	96	670	0	6	80	0	6	2	0	0	0	12	16	0	14	0	104	0	8	0	0	0	0	0	0	0	0	0	160	0	0	0	0	2	112	434	158	82	260	4	184	0	850	0	0	0	0	0	0	0	0	3344	240	0	0	0	0	0	0	0	0	60	0	0	0	18	38	0	4	0	26	0	0	0	0	0	50	0	0	0	0	2270	0	560	948
adult_c_000009238662_1	6	0	0	1454	0	0	0	4	0	0	0	0	0	2	0	122	2	2	0	0	48	0	2	0	0	0	0	936	0	0	2	0	6	0	1490	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	60	300	4	796	4	154	0	522	4	0	0	0	0	0	0	0	756	0	132	0	2	0	0	0	0	0	0	134	0	0	0	2	0	76	0	0	0	0	0	0	0	204	0	0	0	0	2282	0	70	790
