	SRR5650119	SRR3131760	SRR3131720	SRR5650133	SRR3131748	SRR3131740	SRR5650117	SRR5650120	SRR5650148	SRR5650158	SRR5650110	SRR3131708	SRR3131736	SRR5650153	SRR3131722	SRR5650150	SRR5650136	SRR5650143	SRR3131752	SRR5650127	SRR5650144	SRR3131750	SRR5650130	SRR5650111	SRR3131696	SRR3131762	SRR3131786	SRR5650132	SRR5650135	SRR3131756	SRR5650126	SRR3131712	SRR5650137	SRR3131702	SRR5650113	SRR3131744	SRR3131770	SRR5650121	SRR3131732	SRR3131768	SRR3131788	SRR3131694	SRR5650116	SRR3131728	SRR5650142	SRR3131698	SRR5650157	SRR3131772	SRR3131782	SRR5650118	SRR5650151	SRR5650141	SRR5650146	SRR5650128	SRR5650139	SRR5650123	SRR5650145	SRR3131730	SRR5650155	SRR5650129	SRR3131754	SRR3131700	SRR3131742	SRR3131812	SRR3131758	SRR3131714	SRR3131764	SRR5650147	SRR5650138	SRR5650112	SRR3131776	SRR5650115	SRR5650114	SRR3131774	SRR3131716	SRR3131790	SRR5650131	SRR5650152	SRR5650122	SRR3131780	SRR3131706	SRR5650154	SRR5650125	SRR3131718	SRR5650124	SRR3131710	SRR5650159	SRR3131738	SRR3131692	SRR3131704	SRR3131724	SRR3131766	SRR5650134	SRR3131726	SRR3131734	SRR3131778	SRR3131784	SRR5650156	SRR3131746	SRR5650140	SRR5650149
infant_c_000000205471_1	494	44	0	18	28	860	38	346	4	122	20	80	0	0	16	96	14	168	2478	14	8	0	16	10	10	0	38	14	10	18	2	4	8	0	8	3860	80	172	54	68	90	994	10	170	12	4596	48	1778	166	2060	0	18	12	14	6	590	18	0	2	26	0	0	340	132	158	182	1228	12	44	2	380	1152	34	192	690	8	14	2	20	0	16	0	2662	56	88	76	28	714	66	3062	30	24	2	0	392	0	0	36	1684	78	10
infant_c_000000205574_1	82	14	0	0	10	6	2	74	2	24	8	48	0	2	6	32	0	16	160	2	4	0	2	0	12	0	10	0	0	6	0	6	2	0	2	402	42	40	32	36	38	278	0	78	2	0	10	2	64	220	0	4	0	4	0	60	4	0	0	2	0	0	236	80	120	78	398	6	12	0	0	318	6	54	134	2	0	0	0	2	14	0	320	34	24	38	10	292	4	1508	6	6	0	0	2	0	0	0	586	14	2
infant_c_000000224801_1	40	20	0	8	26	10	0	30	0	54	2	34	0	2	2	14	0	2	118	0	2	0	2	2	10	0	6	0	0	6	0	4	2	0	2	286	40	26	28	16	40	302	0	82	2	0	18	0	68	104	0	2	0	8	4	52	2	2	0	0	0	0	172	62	90	64	404	6	6	0	0	286	12	46	142	6	0	0	0	0	2	0	290	16	24	52	12	276	20	1714	14	4	0	0	0	0	0	2	954	10	6
infant_c_000000245609_1	12	9024	0	10	0	0	2	4	4	256	14	0	1684	2	0	0	14	4	2792	0	0	0	4	0	0	72	0	56	4	524	2	0	4	48	18	1434	0	0	0	0	44	2	2	246	2	0	2	2	116	6	0	8	0	0	0	0	0	0	2	4	0	0	0	0	560	0	0	2	4	2	0	0	0	0	0	0	0	20	0	112	0	6	2	0	0	52	120	0	0	0	0	730	18	0	10	0	0	2	8	0	2
infant_c_000000245907_1	4	0	0	2	0	394	2	6	6	0	2	0	0	0	0	4	0	4	1200	0	0	0	0	0	0	0	0	4	4	0	2	0	0	0	0	1864	0	0	0	0	0	0	2	0	0	20	0	918	0	738	0	4	0	0	0	16	2	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	320	0	2	0	2	0	0	0	534	0	4	0	0	0	0	0	8	0	0	0	184	0	0	4	0	4	0
infant_c_000000245980_1	68	20	0	6	12	8	4	38	2	26	10	22	0	2	4	26	0	2	144	0	2	0	2	0	6	0	18	2	0	4	0	4	2	0	0	432	20	16	32	38	52	258	0	40	0	0	16	2	78	154	0	6	0	0	2	66	0	0	2	2	0	0	226	60	104	54	358	4	12	0	0	238	20	80	122	2	0	2	0	0	6	2	296	16	28	44	8	236	14	1524	16	10	0	0	0	0	0	4	598	8	6
infant_c_000000258786_1	10	54	0	6	0	0	4	8	2	2	6	0	0	0	0	0	2	8	0	0	4	0	6	0	20	2	8	8	4	8	8	0	2	0	0	0	270	4	8	194	0	0	0	0	0	0	0	0	2	8	0	8	0	10	0	6	0	0	2	10	17662	0	0	0	2	0	6	4	2	0	0	2	0	0	0	0	4	0	2	0	0	2	12	170	0	0	0	26	6	0	7074	0	0	2	112	0	0	4	0	10	0
infant_c_000000262355_1	3522	0	0	12570	0	0	1868	1968	4060	2920	16212	0	0	2354	0	3732	4294	31476	0	2116	4492	0	718	1658	0	0	0	18810	2596	6068	2656	14	4318	0	5142	0	0	1468	0	0	112	0	310	0	7458	0	4084	0	0	3078	3542	7816	4550	5520	8084	98	4800	0	4354	4706	0	0	0	0	0	0	6	11100	5174	1420	0	2228	806	0	0	0	890	4798	1656	0	0	1582	1974	0	2646	46	4918	0	0	0	0	0	3836	0	0	0	0	16160	0	9492	6692
infant_c_000000262355_2	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	18	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
infant_c_000000262436_1	9980	0	0	19230	0	0	1622	6348	3952	4348	22342	0	0	2324	0	4124	4260	55300	0	3570	5506	0	1502	2768	0	0	0	23482	2502	6256	2872	16	4148	0	7186	0	0	4114	0	0	86	0	528	0	8868	0	4726	0	6	8316	3516	8796	5368	5868	9724	6288	5604	0	3476	8408	0	0	0	0	0	0	0	9726	5012	1936	0	5054	1828	0	0	0	1266	5008	2980	0	0	1544	13672	0	3448	44	6714	0	0	0	0	0	5524	0	0	0	0	13270	0	11014	5296
infant_c_000000262443_1	2	8950	2	16	0	0	2	2	4	308	8	0	1864	0	0	6	14	4	2850	0	2	0	0	0	0	96	0	56	0	434	0	0	0	56	16	1462	0	2	0	0	58	2	0	248	0	0	0	0	126	8	4	24	0	10	0	0	0	0	4	2	0	0	0	0	474	0	0	0	0	2	0	2	0	0	0	0	0	14	0	114	0	2	4	0	0	58	146	0	0	0	0	714	14	0	2	0	0	2	28	0	2
infant_c_000000262451_1	8	0	0	12	0	0	2	2	6	0	16	0	0	2	0	2	0	1246	0	0	10	0	8	16	0	0	0	16	4	1506	0	0	2	0	14	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	20	8	6	2	6	0	0	4	24	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	4	0	2	0	0	2	2	0	76	0	0	0	0	0	0	0	2	0	0	0	0	10	0	6	0
infant_c_000000263218_1	20	0	0	2	0	0	4	50	10	16	14	0	0	2	0	2	6	14	0	0	4	0	0	2	0	0	0	6	0	300	2	0	2	0	2	0	0	2	0	0	0	0	0	0	14	0	6	0	2	8	0	10	0	8	6	14	4	0	0	4	0	0	0	0	0	0	0	2	10	0	0	14	2	0	0	0	0	0	2	0	0	0	12	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4	0	10	2
infant_c_000000263281_1	0	4386	0	0	0	0	2	0	2	0	0	0	0	0	24	2	0	2	16	0	0	0	0	0	0	0	90	0	0	412	0	0	0	0	0	20	394	0	0	0	0	0	0	4	0	0	0	0	36	6	0	2	0	4	2	6	0	0	2	0	0	68	10	0	14	0	6	2	2	0	2	0	0	0	0	0	0	0	2	0	0	0	2	146	0	0	0	850	60	0	0	0	0	0	0	0	2	2	0	2	0
infant_c_000000286772_1	16	14864	36	8	0	0	2	8	6	0	12	0	0	0	7488	0	2	6	42	2	2	0	4	0	0	0	12334	8	2	1030	0	0	2	0	0	52	8844	0	0	1920	4	0	0	0	2	0	0	0	110	228	0	0	0	10	2	6	0	168	2	8	2	730	54	0	5710	0	460	0	4	0	6	0	0	0	0	178	0	0	0	3868	0	2	4	3914	2	0	2	2606	10426	0	0	2	0	18	2	0	0	22	2	4	0
infant_c_000000286787_1	0	146	72	12	0	2	2	4	2	208	24	0	58	0	0	2	4	4	40	2	0	0	6	0	2	2030	0	12	0	0	8	6	2	960	4	18	0	0	0	0	1284	0	0	5256	0	0	2	32	2038	8	2	12	0	2	0	8	0	0	4	14	0	0	0	0	94902	0	6	0	4	0	0	6	2	0	0	0	0	16	4	19066	0	0	4	0	2	1176	146	0	0	0	0	3264	12	10	0	0	0	12	0	4	2
infant_c_000000286907_1	60	16	0	2	20	26	4	50	2	30	4	64	0	2	4	14	0	16	78	0	2	0	4	2	12	0	10	8	0	10	0	4	0	0	0	256	42	22	26	22	40	268	0	70	0	0	12	4	62	204	2	10	0	4	4	72	0	0	0	2	0	0	162	82	190	36	398	4	12	0	0	300	22	44	104	2	0	0	0	0	6	0	352	22	18	42	4	288	10	1494	6	2	0	0	0	0	0	2	582	14	2
infant_c_000000303989_1	2	5480	4	2	0	0	4	2	6	174	12	0	1300	0	0	0	10	0	1788	2	0	0	2	0	0	92	0	26	0	342	0	0	2	50	18	926	0	0	0	0	58	0	0	268	0	0	0	0	108	6	2	22	0	0	0	4	0	0	2	4	0	0	0	0	534	0	0	0	0	0	0	2	2	0	0	0	2	12	0	102	0	2	2	0	2	48	108	0	0	0	0	710	16	0	4	0	0	8	0	2	0
infant_c_000000303989_2	0	3320	0	4	0	0	2	6	2	56	4	0	470	0	0	0	2	2	986	0	0	0	0	0	0	0	0	14	0	150	0	0	0	2	0	480	0	0	0	0	0	0	0	10	2	0	2	0	14	2	0	6	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	2	10	0	0	0	0	2	0	34	0	0	0	0	40	4	0	2	0	0	2	6	0	0
infant_c_000000303997_1	4	5922	0	2	0	0	6	2	6	2	2	0	0	4	0	2	4	4	64	2	4	456	4	0	1252	4	0	6	0	468	6	2	2	0	0	62	5870	4	192	2	0	0	2	0	4	0	0	0	0	6	0	6	2	12	0	2	0	2	2	4	0	0	60	0	212	0	0	4	0	4	0	0	0	0	0	6	0	2	0	292	0	2	6	3558	2	2	2	132	0	0	0	426	0	0	20	0	0	6	0	8	2
infant_c_000000304100_1	10	1878	0	4	0	6	12	4	6	2	4	0	0	2	0	4	4	4	0	4	6	0	2	0	0	0	6	4	2	16	0	0	2	0	0	0	692	2	0	2	2	0	0	0	4	0	0	0	2778	16	0	6	0	10	2	6	2	0	2	8	0	28	0	0	0	0	0	2	10	0	2	0	0	0	0	0	4	0	0	0	0	0	6	716	4	0	0	398	0	0	0	4	0	0	0	0	0	6	0	6	2
infant_c_000000304115_1	8	17758	34	8	0	0	6	14	4	0	14	0	0	0	1298	0	8	4	14	2	2	0	2	0	0	4	2310	0	2	1410	6	0	0	0	0	8	1016	2	0	36	0	0	2	2	2	0	0	0	50	38	0	0	2	10	0	4	0	2	4	10	0	84	14	0	36	0	82	0	4	0	4	0	0	0	2	8	0	0	0	12	0	0	8	484	0	0	2	3202	1648	0	0	2	2	0	18	0	2	14	0	10	0
infant_c_000000304131_1	2	490	0	18	0	0	6	0	4	2	0	0	3828	0	0	2	2	2	0	0	2	0	2	0	0	0	0	92	0	4	2	0	0	0	30	0	0	0	0	0	0	6	0	0	2	0	2	0	0	2	0	6	0	4	2	0	0	926	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	724	0	2	2	0	0	0	2	0	0	0	0	3148	0	0	0	0	0	0	0	0	0	2	18	6	0
infant_c_000000336129_1	4	82	24	6	0	56	2	4	4	138	116	0	104	0	0	2	4	6	18	0	0	0	2	2	0	10418	0	22	2	4	2	22	2	784	0	16	0	0	0	2	5950	0	0	4538	0	0	0	120	9448	4	10	16	0	4	0	0	0	0	4	12	0	0	0	0	11810	0	0	2	6	0	0	20	30	2	0	0	0	40	0	2506	0	0	8	0	0	5784	76	0	0	0	0	7376	16	0	0	2	0	14	2	4	0
infant_c_000000350544_1	72	18	0	4	10	8	2	62	2	38	2	38	0	0	6	38	2	6	120	6	0	0	0	0	8	0	4	0	0	10	0	2	4	0	4	252	42	14	28	18	56	270	0	60	2	0	18	0	74	168	0	12	2	6	6	64	2	0	0	0	0	0	138	100	96	78	558	2	14	0	0	386	20	42	134	0	0	0	0	0	16	2	376	18	34	60	12	286	12	1702	4	4	2	0	0	0	0	6	766	20	0
infant_c_000000350564_1	2	128	0	4	76	22	2	6	10	0	0	0	0	0	4	4	2	2	4	0	4	0	8	0	74	0	0	4	6	8	2	8	2	0	2	4	442	2	14	120	422	0	0	960	0	0	2	12	890	12	4	2	2	12	0	2	2	1624	4	6	0	0	0	678	206	990	17816	0	118	0	0	2	0	214	406	58	6	2	2	0	58	0	16	340	2	420	0	3490	0	13422	0	48	0	5284	48	0	0	8	4944	10	0
infant_c_000000358770_1	0	0	0	2	0	8	2	0	2	10	12	0	4	2	0	0	2	2	0	0	0	0	4	4	0	1520	0	2	2	0	0	0	0	8144	0	0	0	0	0	2	794	0	0	574	0	0	0	10	1520	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	708	0	0	4	0	0	0	0	0	0	0	0	0	4	0	98	0	0	2	0	0	824	8	0	0	0	0	2392	0	2	0	0	0	4	0	0	0
infant_c_000000374084_1	8	0	0	2	0	2	4	2	8	0	6	0	0	0	0	4	6	4	0	0	4	0	6	0	0	0	0	6	8	0	4	0	6	0	0	0	0	0	0	3420	0	0	0	0	12	0	0	0	176	4	0	0	0	10	2	4	0	0	6	10	0	0	0	0	2	0	0	4	12	0	0	0	0	0	0	0	4	0	4	0	0	2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0
infant_c_000000374099_1	8	976	0	10	0	0	4	12	14	0	10	0	0	2	0	6	4	4	218	2	8	2	4	0	0	16	0	8	2	10	0	212	0	0	0	128	0	0	2	12534	0	0	0	0	2	0	0	0	200	16	0	0	0	22	0	4	0	0	2	6	150	0	1456	0	0	0	0	6	10	0	2	0	0	0	0	0	0	2	0	0	0	0	8	0	4	0	0	126	0	0	0	0	2	288	4	0	0	18	8	6	6
infant_c_000000374119_1	4	9754	4	0	0	82	4	8	4	0	12	0	0	0	3720	0	0	10	180	2	2	10	4	0	188	2	5868	4	0	666	2	0	2	0	0	78	44988	2	30	23392	0	2	0	0	0	0	0	52	248	96	0	0	0	8	0	6	0	652	2	2	72	308	724	0	334	0	154	0	0	0	0	0	0	0	2	656	0	0	0	188	0	0	0	23646	0	0	0	1764	5386	4	24	1516	0	112	0	0	0	0	72	2	0
infant_c_000000374357_1	8	10	0	4	6	6	0	6	0	6	2	8	0	0	2	12	0	2	24	0	2	0	0	2	2	0	4	2	0	4	2	2	0	0	0	98	12	0	12	16	22	122	0	32	0	0	6	4	30	70	0	4	0	0	0	4	0	0	0	2	0	0	58	28	34	28	132	2	2	0	0	118	0	18	48	0	0	0	0	0	0	0	22	8	6	18	8	94	6	694	4	4	0	0	0	0	0	4	260	4	0
infant_c_000000381620_1	64	22	0	8	16	4	4	48	4	34	10	38	0	0	10	18	2	12	100	0	0	0	0	0	12	0	8	0	0	6	2	2	2	0	0	194	52	10	24	32	78	268	0	74	0	0	28	8	88	148	0	4	0	10	2	66	0	0	0	4	0	0	116	62	104	90	416	4	8	0	0	250	6	48	110	2	0	0	0	2	14	0	270	24	32	60	6	292	20	2000	6	8	4	0	0	0	0	0	700	12	0
infant_c_000000381632_1	4	906	0	2	0	2	4	4	10	2	6	0	0	8	0	0	6	0	324	2	4	0	2	0	0	0	0	6	2	0	2	0	0	0	0	134	5540	0	0	0	0	14	0	0	2	0	0	0	0	282	0	0	0	10	2	6	2	0	6	6	2	0	604	0	0	0	0	2	12	0	4996	0	0	0	0	0	2	0	2	0	0	4	72	6678	4	0	4	0	0	0	0	0	0	0	10	0	0	8	8	8	0
infant_c_000000381671_1	2	218	0	4	0	0	4	8	4	0	0	0	0	4	0	2	4	6	14	0	2	98	2	0	286	2	0	8	0	30	2	0	2	0	0	24	14206	0	34	2	0	0	0	0	0	0	2	0	0	4	0	2	0	6	0	2	0	2	2	6	0	0	4	0	260	0	0	0	10	0	0	0	0	0	0	2	0	0	0	318	0	0	2	7974	0	0	0	2	0	0	0	574	0	0	2	0	0	10	0	0	2
infant_c_000000381698_1	0	4702	8	10	0	4	2	2	0	0	4	0	0	0	7218	0	0	18	66	0	0	0	0	0	0	8	12262	4	2	274	0	0	2	0	0	44	52248	2	0	27586	0	0	0	0	4	0	0	0	96	116	0	0	0	8	0	2	0	532	0	14	0	232	38	0	184	2	358	0	4	0	2	0	0	0	0	654	0	0	0	90	0	0	4	27234	2	0	0	734	10462	0	0	0	0	92	0	0	0	6	12	4	0
infant_c_000000393866_1	2	0	0	0	0	650	6	4	0	2	4	0	0	0	0	4	0	0	888	4	4	0	2	0	0	0	0	2	2	0	2	0	2	0	0	1452	0	2	0	2	0	0	2	0	2	76	0	1332	0	848	0	0	4	12	0	12	0	0	0	4	0	0	0	0	0	0	0	2	4	0	4	0	0	0	350	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	8	0	0	0	228	0	0	8	0	0	2
infant_c_000000401200_1	2	0	0	0	0	80	0	0	2	0	0	0	0	0	0	2	2	4	20	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	8	2	0	6	2	32	2	0	0	16	8	0	0	0	0	2	0	0	0	4	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	342	582	34	0	2	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38
infant_c_000000401206_1	60	24	0	8	18	8	0	30	2	28	2	36	0	0	0	22	0	8	118	0	2	0	0	2	8	0	14	0	0	2	0	8	0	0	0	246	32	10	30	34	58	302	0	64	0	0	20	0	62	154	0	4	0	0	4	78	0	0	0	4	0	0	130	56	102	86	446	6	14	0	0	308	4	62	124	2	0	0	0	0	0	0	302	30	24	50	12	392	18	1644	4	6	0	0	0	0	0	0	802	8	2
infant_c_000000401596_1	22	1678	0	6	0	0	12	10	14	0	4	0	0	10	0	2	6	2	296	4	8	0	12	0	0	0	0	2	6	0	4	0	2	0	2	180	3942	2	0	2	0	10	4	0	6	0	0	0	0	874	0	2	0	20	0	2	0	0	8	18	8	2	778	0	0	0	0	2	12	2	12802	0	2	0	0	0	2	0	0	0	0	2	310	4490	4	0	4	0	0	0	0	0	0	0	6	0	0	14	10	8	0
infant_c_000000413394_1	12	168	46	2	0	4	4	4	4	182	50	0	40	2	0	6	4	2	30	2	0	0	8	8	0	2036	0	16	0	6	0	8	0	1030	6	18	0	2	0	0	1304	0	0	5374	0	0	0	50	2102	4	2	20	2	4	0	4	2	0	6	8	0	0	0	0	94888	0	8	0	8	2	0	4	4	0	0	0	4	16	2	18856	0	0	10	0	2	1258	142	0	0	0	2	3194	20	10	2	0	0	10	2	4	0
infant_c_000000413404_1	6	15446	38	14	0	0	8	8	4	0	4	0	0	0	7862	2	6	14	46	2	0	0	2	0	0	0	12628	10	0	1104	0	0	2	0	2	18	8856	0	0	2014	4	0	0	0	2	0	0	0	66	224	2	0	0	6	0	0	0	160	2	10	0	688	38	0	6004	0	392	2	4	2	0	0	0	0	0	142	0	0	0	3892	0	0	4	4060	0	0	2	2674	10650	0	0	2	0	22	0	0	0	4	2	10	0
infant_c_000000414145_1	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2024	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
infant_c_000000414188_1	0	76	16	0	0	94	2	0	2	144	138	0	62	2	0	2	8	0	22	2	0	0	6	18	2	10086	0	10	4	0	2	28	0	754	0	24	0	0	0	4	5942	0	0	4704	0	0	0	174	9508	6	2	10	0	12	0	6	0	0	10	8	0	0	0	0	12186	0	0	8	2	2	0	20	16	2	0	0	0	10	0	2476	0	2	4	0	6	5676	60	0	0	0	0	7614	12	2	0	0	0	0	2	0	0
infant_c_000000414439_1	54	14	0	4	12	4	4	24	0	36	2	42	0	0	0	16	0	18	66	0	2	0	4	0	16	0	14	0	0	8	0	8	0	0	2	234	54	24	28	32	74	280	0	62	0	0	8	2	106	94	0	4	0	4	6	52	0	0	2	2	0	0	130	34	98	58	414	6	12	0	0	310	6	64	120	6	0	0	4	0	8	0	244	34	16	66	8	244	6	2060	12	8	0	0	0	0	0	4	620	10	2
infant_c_000000443434_1	68	16	0	0	14	8	4	38	0	40	4	20	0	0	8	20	0	6	104	0	6	0	2	2	6	0	6	2	0	8	2	0	2	0	2	266	28	14	38	32	52	280	0	60	4	2	12	2	64	114	0	2	0	6	4	54	2	0	2	2	0	0	154	48	76	74	414	2	16	0	0	312	14	52	88	6	0	0	0	0	10	2	380	50	30	52	6	242	10	1970	2	6	0	0	0	0	0	2	600	14	0
infant_c_000000443438_1	4	98	22	2	0	44	8	2	2	118	112	0	106	0	0	0	2	4	30	0	2	0	0	12	0	10344	0	16	4	2	4	24	2	750	2	12	0	2	0	6	6002	0	2	4674	0	0	0	148	9096	10	8	8	0	14	2	6	0	0	12	0	0	0	0	0	11808	0	0	2	4	0	0	18	16	6	0	0	2	26	4	2514	0	0	4	0	0	5718	58	0	0	0	0	6958	14	0	0	0	2	8	0	2	2
infant_c_000000443464_1	0	0	0	5400	0	0	2164	2	376	142	1240	0	0	160	0	974	818	56	0	460	48	0	748	760	0	0	0	13930	162	0	2	0	28	0	1380	0	0	4	0	0	3404	0	164	0	106	0	36	0	0	2	422	350	176	1460	44	2	118	0	42	1548	0	0	0	0	0	0	0	78	20	746	0	12	144	2	0	0	156	540	94	0	0	254	4	0	4	2238	46	0	0	0	0	0	832	0	0	0	0	522	0	60	120
infant_c_000000443473_1	14	0	0	0	0	82	0	2	4	0	0	0	0	0	34	0	2	0	42	0	2	0	2	0	20	0	34	0	0	0	2	0	0	0	0	120	368	4	106	86	1416	1192	0	330	0	0	0	12	56	22	0	2	0	2	0	2	0	580	0	6	0	0	18	0	166	0	1420	0	16	0	0	2	0	230	484	0	0	0	0	2	0	0	228	286	0	1182	0	14	54	952	0	36	0	834	0	0	0	4	2884	4	0
infant_c_000000443504_1	6	0	0	3004	0	0	1158	0	138	1432	432	0	10	68	0	1126	242	850	0	300	366	0	558	298	0	0	0	5328	100	0	0	0	46	0	820	0	0	4	0	0	3498	0	338	0	754	0	242	0	0	8	182	3204	1346	356	376	0	658	0	52	1646	0	0	0	0	0	0	0	244	126	302	0	160	92	0	0	0	144	192	290	0	0	72	8	0	4	1958	748	0	0	0	0	0	426	0	0	0	0	190	2	518	324
infant_c_000000460740_1	2	1968	0	8	0	0	0	6	0	0	6	0	0	6	1718	2	4	2	40	2	2	0	0	0	0	6	3666	2	4	152	6	0	0	0	0	32	2730	0	0	7480	0	0	0	0	4	0	0	0	52	124	2	0	0	0	0	6	0	26122	2	4	0	684	32	0	246	0	72	4	6	2	2	2	0	0	0	24554	0	0	0	36	0	2	2	1428	4	0	0	358	2732	0	0	2	0	656	4	0	0	8	2	2	0
infant_c_000000460760_1	0	270	0	14	0	0	0	0	2	0	2	0	3654	0	0	2	0	4	0	0	0	0	0	0	0	0	0	48	0	6	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	6	0	2	0	882	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	4	0	0	0	0	3180	0	0	0	0	0	0	0	0	0	4	44	2	2
infant_c_000000466735_1	2	0	0	10	0	0	6	10	2	0	10	0	0	0	0	0	2	12	0	0	4	0	6	0	0	0	0	4	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	4	0	4	0	12	12	0	6	0	10	2	4	0	0	0	2	0	0	0	14816	0	0	0	10	8	2	0	0	0	0	0	0	0	2	2	0	0	2	4	0	0	0	2	0	0	190	0	0	0	0	0	0	0	10	62	8	2
infant_c_000000466760_1	58	22	0	10	22	18	4	44	4	30	2	40	0	0	4	24	2	10	94	2	0	0	0	2	8	0	12	0	0	2	0	0	0	0	0	276	30	10	20	44	48	252	0	78	2	0	18	4	68	142	0	6	0	2	0	64	2	0	2	6	0	0	150	74	82	80	526	0	8	0	0	296	12	58	140	8	2	0	0	2	8	0	302	40	30	42	2	282	10	1746	8	8	0	0	4	0	0	4	730	10	0
infant_c_000000466798_1	4	470	0	8	356	0	4	6	6	0	6	0	0	0	2	8	0	2	0	0	0	0	10	0	0	4570	0	4	2	102	2	20	4	0	2	0	0	0	0	964	0	0	0	2170	6	0	0	0	2	2	0	0	0	12	0	4	0	0	6	10	0	0	0	3518	0	18074	0	0	6	0	0	2	0	12	910	0	0	0	2	0	260	0	6	0	6	0	0	13544	0	0	0	254	0	0	598	0	0	10	0	10	2
*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
